623;Nightwing;"20+""";8;3+;5;12;6+;-;120 x 92mm flying base
624;Phoenix;"20+""";9;3+;-;16;6+;-;120 x 92mm flying base
625;Vampire Raider;"20+""";12;3+;4*;30;6+;-;170 x 109mm flying base
626;Vampire Hunter;"20+""";12;3+;4*;30;6+;-;170 x 109mm flying base
627;Skathach Wraithknight;"10""";12;2+;-;18;6+;10;120 x 92mm
628;Revenant Titan;"16""";13;2+;4;30;6+;16;Use model
629;Corsair Cloud Dancer Band;"14""";4;3+;-;2;6+;2;32mm flying base
630;Irillyth;"12""";3;2+;4;5;6+;1;25mm
631;Phantom Titan;"14""";14;2+;4;55;6+;20;Use model
632;Corsair Reaver Band;"7""";3;5+;-;3;6+;2;25mm
633;Corsair Skyreaver Band;"14""";3;5+;-;3;6+;1;25mm
634;Archon;"8""";3;4+;2;4;6+;1;25mm
639;Succubus;"8""";3;6+;4;4;6+;1;25mm
640;Lelith Hesperax;"8""";3;6+;4;4;6+;1;32mm
641;Haemonculus;"7""";4;6+;6;5;6+;1;25mm
642;Urien Rakarth;"7""";4;6+;4;5;6+;1;25mm
643;Drazhar;"7""";3;2+;4;5;6+;1;40mm
644;Kabalite Warriors;"8""";3;4+;6;1;6+;2;25mm
646;Wyches;"8""";3;6+;6;1;6+;2;25mm
648;Incubi;"7""";3;3+;5;1;6+;1;28mm
648;KLAIVEX;"7""";3;3+;5;2;6+;1;28mm
649;Mandrakes;"8""";3;7+;5;1;6+;1;25mm
650;Wracks;"7""";4;6+;6;1;6+;2;25mm
651;Grotesques;"7""";5;6+;6;4;6+;1;40mm
652;BEASTMASTER;"12""";4;6+;6;3;6+;1;32mm flying base
652;CLAWED FIEND ;"12""";4;6+;6;5;8+;1;40mm
652;KHYMERAE;"12""";4;6+;6;2;8+;1;40mm
652;RAZORWING FLOCK;"12""";4;6+;6;3;8+;1;40mm
656;Raider;"14""";8;4+;6;10;6+;2;60mm flying base
657;Venom;"14""";6;4+;6;6;6+;1;60mm flying base
658;Reavers;"16""";4;4+;6;2;6+;2;32mm flying base
659;Hellions;"14""";4;5+;6;2;6+;1;32mm flying base
660;Razorwing Jetfighter;"20+""";8;4+;6;10;6+;-;120 x 92mm flying base
661;Voidraven Bomber;"20+""";9;4+;6;12;6+;-;120 x 92mm flying base
662;Scourges;"14""";3;4+;5;1;6+;1;32mm
663;Talos;"7""";7;3+;6;7;6+;2;60mm flying base
664;Cronos;"7""";7;3+;6;7;6+;2;60mm flying base
665;Ravager;"14""";9;4+;6;11;6+;3;Use model
666;Reaper;"14""";9;4+;6;11;6+;3;Use model
667;Tantalus;"16""";10;4+;5;18;6+;5;Use model
680;Tank Commander;"10""";11;2+;-;13;7+;3;Use model
684;GUARDSMAN;"6""";3;5+;-;1;7+;2;25mm
684;HEAVY WEAPONS TEAM;"6""";3;5+;-;2;7+;4;50mm
686;Heavy Weapons Squad;"6""";3;5+;-;2;7+;2;50mm
690;Scout Sentinels;"10""";7;3+;-;7;7+;2;80mm
691;Armoured Sentinels;"8""";8;2+;-;7;7+;2;80mm
692;Chimera;"10""";9;3+;-;11;7+;2;Use model
693;Taurox;"12""";8;3+;-;10;7+;2;Use model
694;Hellhound;"10""";10;2+;-;11;7+;3;Use model
695;Basilisk;"10""";9;3+;-;11;7+;3;Use model
696;Hydra;"10""";9;3+;-;11;7+;3;Use model
697;Wyvern;"10""";9;3+;-;11;7+;3;Use model
698;Manticore;"10""";10;3+;-;11;7+;3;Use model
699;Deathstrike;"10""";10;3+;-;11;7+;3;Use model
700;Leman Russ Battle Tank;"10""";11;2+;-;13;7+;3;Use model
701;Leman Russ Demolisher;"10""";11;2+;-;13;7+;3;Use model
702;Baneblade;"9""";13;2+;-;24;7+;8;Use model
703;Banehammer;"9""";13;2+;-;24;7+;8;Use model
704;Banesword;"9""";13;2+;-;24;7+;8;Use model
705;Doomhammer;"9""";13;2+;-;24;7+;8;Use model
706;Hellhammer;"9""";13;2+;-;24;7+;8;Use model
707;Shadowsword;"9""";13;2+;-;24;7+;8;Use model
708;Stormlord;"9""";13;2+;-;24;7+;8;Use model
709;Stormsword;"9""";13;2+;-;24;7+;8;Use model
713;‘Iron Hand’ Straken;"6""";3;3+;4;4;7+;1;25mm
714;Sergeant Harker;"6""";4;5+;-;3;7+;1;25mm
716;Commissar;"6""";3;5+;5;3;6+;1;28mm
719;TEMPESTUS SCION;"6""";3;4+;-;1;7+;1;25mm
719;TEMPESTOR PRIME;"6""";3;4+;-;3;7+;1;25mm
721;Taurox Prime;"12""";8;3+;-;10;7+;2;Use model
722;Ogryn Squad;"6""";6;5+;-;3;7+;1;40mm
723;Bullgryn Squad;"6""";6;4+;-;3;7+;1;40mm
724;Ratling Snipers;"6""";2;6+;-;1;8+;1;25mm
725;Nork Deddog;"6""";6;4+;-;6;7+;1;40mm
727;Valkyrie;"20+""";10;2+;-;14;7+;-;120 x 92mm flying base
728;Atlas Recovery Vehicle;"10""";9;3+;-;10;7+;3;Use model
729;Salamander Command Vehicle;"12""";8;3+;-;10;7+;3;Use model
730;Hades Breaching Drill;"6""";9;3+;-;8;7+;2;Use model
731;Centaur Light Carrier;"10""";7;3+;-;7;7+;1;Use model
733;Trojan Support Vehicle;"10""";9;3+;-;11;7+;2;Use model
735;Salamander Scout Vehicle;"12""";8;3+;-;10;7+;3;Use model
736;Tauros Assault Vehicle;"12""";6;4+;-;6;7+;2;Use model
737;Tauros Venator;"12""";6;4+;-;6;7+;2;Use model
739;Armageddon-pattern Medusa;"10""";9;3+;-;11;7+;3;Use model
740;Colossus;"10""";10;2+;-;11;7+;3;Use model
741;Cyclops Demolition Vehicle;"8""";4;3+;-;4;8+;-;Use model
743;Earthshaker Carriage Battery;"4""";7;4+;-;6;7+;2;Use model
744;Griffon Mortar Carrier;"10""";9;3+;-;11;7+;3;Use model
745;Heavy Mortar Team;"4""";5;3+;-;4;7+;2;Use model
746;Heavy Quad Launcher Team;"4""";5;3+;-;4;7+;2;Use model
747;Hydra Platform;-;8;3+;-;8;7+;2;Use model
751;Malcador Annihilator;"10""";11;2+;-;18;7+;5;Use model
752;Malcador Defender;"10""";11;2+;-;18;7+;5;Use model
753;Malcador;"10""";11;2+;-;18;7+;5;Use model
754;Malcador Infernus;"10""";11;2+;-;18;7+;5;Use model
755;Manticore Platform;-;8;3+;-;8;7+;2;Use model
756;Medusa Carriage Battery;"4""";7;4+;-;6;7+;2;Use model
757;Rapier Laser Destroyer Battery;"6""";4;4+;-;3;7+;1;Use model
758;Sabre Weapons Battery;-;4;4+;-;4;7+;1;Use model
759;Sentinel Powerlifter;"8""";7;3+;-;6;7+;2;Use model
760;Stygies Destroyer Tank Hunter;"10""";11;2+;-;13;7+;3;Use model
762;Tarantula Battery;-;5;3+;-;4;7+;-;Use model
763;Stormblade;"9""";13;2+;-;24;7+;8;Use model
764;Arkurian Stormhammer;"9""";13;2+;-;24;7+;8;Use model
766;Crassus;"10""";11;2+;-;18;7+;5;Use model
767;Dominus Armoured Siege Bombard;"9""";13;2+;-;20;7+;8;Use model
768;Gorgon Heavy Transport;"9""";13;2+;5;20;7+;8;Use model
769;Macharius;"9""";13;2+;-;20;7+;8;Use model
770;Macharius Omega;"9""";13;2+;-;20;7+;8;Use model
771;Macharius Vanquisher;"9""";13;2+;-;20;7+;8;Use model
772;Macharius Vulcan;"9""";13;2+;-;20;7+;8;Use model
773;Marauder Bomber;"20+""";10;2+;-;20;7+;-;Use model
774;Marauder Destroyer;"20+""";10;2+;-;20;7+;-;Use model
775;Minotaur;"10""";11;2+;-;18;7+;5;Use model
776;Praetor;"10""";11;2+;-;18;7+;5;Use model
777;Valdor;"9""";13;2+;-;20;7+;8;Use model
778;Aquila Lander;"20+""";9;3+;-;12;7+;-;120 x 92mm flying base
779;Arvus Lighter;"20+""";8;3+;-;8;7+;-;120 x 92mm flying base
780;Avenger Strike Fighter;"20+""";9;3+;-;14;7+;-;120 x 92mm flying base
781;Voss-pattern Lightning;"20+""";9;3+;-;14;7+;-;120 x 92mm flying base
783;Vendetta Gunship;"20+""";10;2+;-;14;7+;-;120 x 92mm flying base
784;Vulture Gunship;"20+""";10;2+;-;14;7+;-;120 x 92mm flying base
785;Imperial Fortress Walls;-;14;2+;-;80;7+;-;Use model
786;Primaris Redoubt;-;12;3+;5;18;7+;-;Use model
838;Belisarius Cawl;"8""";8;2+;4;10;6+;3;105 x 70mm
839;Tech-priest Dominus;"6""";4;2+;5;4;7+;1;50mm
840;Tech-priest Enginseer;"6""";4;3+;5;3;7+;1;32mm
841;Kataphron Breachers;"5""";7;3+;6;3;7+;1;60mm
842;Kataphron Destroyers;"5""";6;3+;6;3;7+;1;60mm
843;Fulgurite Electro-priests;"6""";3;7+;5;1;7+;1;32mm
844;Corpuscarii Electro-priests;"6""";3;7+;5;1;7+;1;32mm
845;Kastelan Robots;"6""";9;2+;5;7;7+;2;60mm
846;Cybernetica Datasmith;"6""";4;2+;5;3;7+;1;32mm
847;Servitors;"6""";3;4+;6;1;8+;-;25mm
848;Skitarii Rangers;"6""";3;4+;5;1;7+;2;25mm
849;Skitarii Vanguard;"6""";3;4+;5;1;7+;2;25mm
850;Sicarian Infiltrators;"8""";4;4+;5;2;7+;1;40mm
851;Sicarian Ruststalkers;"8""";4;4+;5;2;7+;1;40mm
852;Ironstrider Ballistarii;"10""";7;3+;5;7;7+;2;105 x 70mm
853;Sydonian Dragoons;"10""";7;3+;5;7;7+;2;105 x 70mm
854;Onager Dunecrawler;"8""";10;2+;4;11;7+;3;130mm
855;Knight Paladin;"10""";12;3+;5;22;6+;10;170 x 109mm
856;Knight Errant;"10""";12;3+;5;22;6+;10;170 x 109mm
857;Knight Warden;"10""";12;3+;5;22;6+;10;170 x 109mm
858;Knight Gallant;"12""";12;3+;5;22;6+;10;170 x 109mm
859;Knight Crusader;"10""";12;3+;5;22;6+;10;170 x 109mm
860;Acastus Knight Porphyrion;"8""";13;2+;5;30;6+;10;Use model
861;Cerastus Knight Acheron;"12""";12;3+;5;25;6+;10;170 x 109mm
862;Cerastus Knight Atrapos;"12""";12;3+;5;25;6+;10;170 x 109mm
863;Cerastus Knight Castigator;"12""";12;3+;5;25;6+;10;170 x 109mm
864;Cerastus Knight Lancer;"14""";12;3+;4;25;6+;10;170 x 109mm
865;Questoris Knight Magaera;"10""";12;3+;5;22;6+;10;170 x 109mm
866;Questoris Knight Styrix;"10""";12;3+;5;22;6+;10;170 x 109mm
867;Warhound Titan;"14""";13;2+;5;40;6+;16;Use model
868;Reaver Titan;"12""";14;2+;5;60;6+;20;Use model
869;Warlord Titan;"10""";16;2+;5;100;6+;30;Use model
870;Vindicare Assassin;"7""";4;6+;4;4;6+;1;32mm
871;Callidus Assassin;"7""";4;6+;4;4;6+;1;32mm
872;Eversor Assassin;"9""";4;6+;4;4;6+;1;32mm
873;Culexus Assassin;"7""";4;6+;4;4;6+;1;32mm
874;Inquisitor Greyfax;"6""";3;3+;5;4;6+;1;32mm
875;Inquisitor Karamazov;"8""";9;3+;4;10;6+;3;60mm
876;Inquisitor Coteaz;"6""";3;2+;4;4;6+;1;40mm
877;Inquisitor;"6""";3;4+;5;4;6+;1;25mm
882;Custodian Guard;"6""";6;2+;4;3;6+;2;40mm
883;Venerable Contemptor Dreadnought;"6""";9;2+;5;10;6+;3;60mm
884;Venerable Land Raider;"10""";12;2+;-;16;6+;5;Use model
889;Primaris Psyker;"6""";3;5+;-;3;7+;1;32mm
894;Crusaders;"6""";3;3+;4;2;7+;1;25mm
895;Death Cult Assassins;"7""";3;5+;5;2;7+;1;25mm
896;Arco-flagellants;"7""";3;7+;6;2;8+;1;25mm
897;Penitent Engines;"8""";6;4+;6;5;7+;2;50mm
898;CELESTINE;"12""";3;2+;4;5;6+;1;40mm
898;GEMINAE SUPERIA;"12""";3;2+;4;2;7+;1;32mm
899;Canoness;"6""";3;3+;4;4;7+;1;32mm
900;Imagifier;"6""";3;3+;4;3;6+;1;32mm
901;Hospitaller;"6""";3;3+;6;3;7+;1;50mm
902;Dialogus;"6""";3;3+;4;3;6+;1;40mm
903;Battle Sisters Squad;"6""";3;3+;6;1;7+;2;32mm
904;Seraphim Squad;"12""";3;3+;5;1;7+;1;32mm
907;REPENTIA SUPERIOR;"7""";3;3+;6;1;7+;1;32mm
907;SISTERS REPENTIA;"7""";3;7+;6;1;8+;1;28mm
908;Retributor Squad;"6""";3;3+;6;1;7+;1;32mm
909;Dominion Squad;"6""";3;3+;6;1;7+;1;32mm
910;Sororitas Rhino;"12""";9;3+;6;10;7+;2;Use model
911;Immolator;"12""";10;3+;6;11;7+;2;Use model
912;Exorcist;"10""";10;3+;6;11;7+;3;Use model
914;Bastion;-;13;2+;-;18;7+;-;Use model
917;Vengeance Weapon Battery;-;13;2+;-;10;7+;-;Use model
918;Firestorm Redoubt;-;13;2+;-;18;7+;-;Use model
919;Plasma Obliterator;-;13;2+;-;18;7+;-;Use model
920;Macro-cannon Aquila Strongpoint;-;13;2+;-;30;7+;-;Use model
921;Vortex Missile Strongpoint;-;13;2+;-;30;7+;-;Use model
922;Void Shield Generator;-;12;3+;4;16;7+;-;Use model
923;Skyshield Landing Pad;-;12;3+;5;16;7+;-;Use model
924;Abaddon The Despoiler;"5""";5;2+;4;9;5+;4;60mm
925;Huron Blackheart;"6""";4;3+;4;5;6+;1;25mm
926;Cypher;"6""";4;3+;4;5;6+;1;32mm
928;FABIUS BILE;"6""";4;3+;-;5;6+;1;40mm
928;SURGEON ACOLYTE;"6""";4;6+;-;1;7+;1;32mm
929;Chaos Lord;"6""";4;3+;4;5;6+;1;40mm
930;Chaos Lord In Terminator Armour;"5""";5;2+;4;6;6+;1;40mm
931;Chaos Lord On Bike;"12""";5;3+;4;6;6+;2;75 x 25mm
932;Chaos Lord On Juggernaut;"10""";6;2+;4;7;6+;2;90 x 52mm
933;Chaos Lord On Disc Of Tzeentch;"12""";4;3+;4;6;6+;1;40mm
934;Chaos Lord On Palanquin Of Nurgle;"5""";5;3+;4;8;6+;2;60mm
935;Chaos Lord On Steed Of Slaanesh;"14""";5;3+;4;6;6+;2;No official base size
936;DARK APOSTLE;"6""";4;3+;4;4;5+;1;40mm
936;DARK DISCIPLE;"6""";4;6+;4;1;7+;1;25mm
937;Heretic Astartes Daemon Prince;"8""";10;2+;4;10;6+;3;60mm
938;Sorcerer;"6""";4;3+;-;4;6+;1;40mm
939;Sorcerer In Terminator Armour;"5""";5;2+;4;5;6+;1;40mm
940;Sorcerer On Bike;"12""";5;3+;-;5;6+;2;75 x 25mm
941;Sorcerer On Disc Of Tzeentch;"12""";4;3+;-;5;6+;1;40mm
942;Sorcerer On Palanquin Of Nurgle;"5""";5;3+;-;7;6+;2;60mm
943;Sorcerer On Steed Of Slaanesh;"14""";5;3+;-;5;6+;2;No official base size
944;Warpsmith;"6""";4;2+;-;4;6+;1;60 x 35mm
946;Cultist Mob;"6""";3;6+;-;1;7+;1;25mm
947;Chaos Terminator Squad;"5""";5;2+;4;3;6+;1;40mm
951;Noise Marines;"6""";4;3+;-;2;6+;1;32mm
952;Chosen;"6""";4;3+;-;3;6+;1;32mm
953;Possessed;"9""";6;3+;5;3;6+;1;40mm
954;Helbrute;"6""";9;2+;-;8;6+;3;60mm
955;Mutilators;"4""";7;2+;5;4;6+;2;40mm
956;Chaos Rhino;"12""";9;3+;-;10;6+;2;Use model
957;Chaos Bikers;"12""";5;3+;-;3;6+;2;75 x 42mm
958;Raptors;"12""";4;3+;-;2;6+;1;32mm
959;Warp Talons;"12""";4;3+;5;2;6+;1;32mm
960;Chaos Spawn;"8""";5;4+;-;4;7+;-;50mm
961;Heldrake;"20+""";9;3+;5;12;6+;-;120 x 92mm flying base
962;Chaos Land Raider;"10""";12;2+;-;16;6+;5;Use model
963;Chaos Predator Destructor;"10""";10;3+;-;11;6+;3;Use model
964;Chaos Vindicator;"9""";11;2+;-;11;6+;3;Use model
965;Obliterators;"4""";7;2+;5;5;6+;2;50mm
966;Havocs;"5""";5;3+;-;2;6+;1;40mm
967;Forgefiend;"8""";10;3+;5;12;6+;3;120 x 92mm
968;Maulerfiend;"10""";10;3+;5;12;6+;3;120 x 92mm
969;Defiler;"8""";10;3+;5;14;6+;5;Use model
970;Khorne Lord Of Skulls;"8""";13;3+;5;24;6+;8;Use model
1016;Thousand Sons Sorcerer;"6""";4;3+;5;4;6+;1;32mm
1017;Thousand Sons Sorcerer In Terminator Armour;"5""";5;2+;4;5;6+;1;40mm
1019;Thousand Sons Cultists;"6""";3;6+;6;1;7+;1;25mm
1020;Rubric Marines;"5""";4;3+;5;2;6+;2;32mm
1021;Thousand Sons Helbrute;"6""";9;2+;5;8;6+;3;60mm
1022;Thousand Sons Rhino;"12""";9;3+;-;10;6+;2;Use model
1023;Thousand Sons Chaos Spawn;"8""";5;4+;5;4;7+;1;50mm
1024;Thousand Sons Heldrake;"20+""";9;3+;5;12;6+;-;120 x 92mm flying base
1025;Thousand Sons Land Raider;"10""";12;2+;-;16;6+;5;Use model
1026;Thousand Sons Predator Destructor;"10""";10;3+;-;11;6+;4;Use model
1027;Thousand Sons Vindicator;"10""";11;2+;-;11;6+;3;Use model
1028;Thousand Sons Forgefiend;"8""";10;3+;5;12;6+;3;120 x 92mm
1029;Thousand Sons Maulerfiend;"10""";10;3+;5;12;6+;3;120 x 92mm
1030;Thousand Sons Defiler;"8""";10;3+;5;14;6+;5;Use model
1031;Magnus The Red;"14""";11;2+;4;16;5+;6;100mm
1032;Ahriman;"6""";4;3+;4;5;6+;1;40mm
1033;Exalted Sorcerer;"6""";4;3+;4;5;6+;1;32mm
1034;Tzaangors;"6""";4;6+;6;1;7+;2;32mm
1035;Scarab Occult Terminators;"5""";5;2+;4;3;6+;1;40mm
1036;Thousand Sons Daemon Prince;"7""";10;2+;4;10;6+;3;60mm
1037;Death Guard Chaos Lord;"5""";5;3+;4;5;6+;1;40mm
1038;Death Guard Chaos Lord In Terminator Armour;"4""";6;2+;4;6;6+;1;40mm
1041;Death Guard Sorcerer In Terminator Armour;"4""";6;2+;4;5;6+;1;40mm
1043;Death Guard Cultists;"6""";3;6+;-;1;7+;1;25mm
1044;Plague Marines;"5""";5;3+;-;2;6+;2;32mm
1045;Death Guard Possessed;"9""";6;3+;5;3;6+;1;32mm
1046;Death Guard Helbrute;"6""";9;2+;-;8;6+;3;60mm
1047;Death Guard Rhino;"12""";9;3+;-;10;6+;2;Use model
1048;Death Guard Chaos Spawn;"8""";5;4+;-;4;7+;1;50mm
1049;Death Guard Land Raider;"10""";12;2+;-;16;6+;5;Use model
1050;Death Guard Predator Annihilator;"10""";10;3+;-;11;6+;4;Use model
1051;Death Guard Defiler;"8""";10;3+;5;14;6+;5;Use model
1052;Death Guard Daemon Prince;"7""";11;2+;4;10;6+;3;60mm
1053;Typhus;"5""";6;2+;4;6;6+;1;50mm
1054;Lord Of Contagion;"4""";6;2+;4;6;6+;1;50mm
1055;Malignant Plaguecaster;"5""";5;3+;-;4;6+;1;32mm
1056;Poxwalkers;"4""";4;7+;-;1;8+;1;25mm
1057;Foetid Bloat-drone;"10""";9;3+;5;10;6+;3;60mm
1058;Noxious Blightbringer;"5""";5;3+;-;4;6+;1;40mm
1094;Chaos Cerastus Knight Acheron;"12""";12;3+;5;25;6+;10;170 x 109mm
1095;Chaos Cerastus Knight Lancer;"14""";12;3+;4;25;6+;10;170 x 109mm
1096;Chaos Cerastus Knight Castigator;"12""";12;3+;5;25;6+;10;170 x 109mm
1097;Chaos Cerastus Knight Atrapos;"12""";12;3+;5;25;6+;10;170 x 109mm
1098;Chaos Questoris Knight Magaera;"10""";12;3+;5;22;6+;10;120 x 92mm
1099;Chaos Acastus Knight Porphyrion;"8""";13;2+;5;30;6+;10;Use model
1100;Chaos Questoris Knight Styrix;"10""";12;3+;5;22;6+;10;120 x 92mm
1104;Karanak;"12""";4;7+;4;5;7+;1;75 x 42mm
1105;Skarbrand;"8""";11;4+;4;20;6+;5;100mm
1106;Skulltaker;"6""";4;4+;4;5;7+;1;40mm
1111;Rendmaster On Blood Throne;"8""";9;4+;4;9;7+;3;120 x 92mm
1112;Flesh Hounds;"12""";4;7+;5;2;7+;1;60 x 35mm
1114;Bloodletters;"6""";4;7+;5;1;7+;2;32mm
1115;Bloodcrushers;"10""";7;4+;4;4;7+;2;90 x 52mm
1116;Skull Cannon;"8""";9;4+;4;9;7+;3;120 x 92mm
1117;Kairos Fateweaver;"12""";10;6+;4;20;6+;5;100mm
1118;The Changeling;"6""";3;7+;4;5;7+;1;40mm
1119;The Blue Scribes;"12""";4;6+;4;6;8+;2;60mm flying base
1120;Lord Of Change;"12""";10;6+;4;18;6+;5;100mm
1125;Flamers;"9""";4;7+;4;3;7+;1;32mm
1126;Exalted Flamer;"9""";4;7+;4;6;7+;1;75 x 42mm
1127;Screamers;"14""";4;6+;4;3;7+;1;32mm flying base
1128;Burning Chariot;"12""";8;7+;4;9;7+;3;120 x 92mm
1129;Epidemius;"5""";5;6+;5;8;7+;2;60mm
1130;Great Unclean One;"7""";12;5+;4;20;6+;5;130mm
1132;Plaguebearers;"5""";5;7+;5;2;7+;2;32mm
1133;Nurglings;"5""";3;7+;6;4;8+;-;40mm
1134;Beasts Of Nurgle;"6""";9;6+;5;7;7+;2;60mm
1135;Plague Drones;"10""";8;6+;5;5;7+;2;60mm
1136;The Masque Of Slaanesh;"9""";3;7+;4;4;7+;1;32mm
1137;Keeper Of Secrets;"14""";10;5+;4;18;6+;5;100mm
1138;Tranceweaver;"9""";3;7+;5;3;7+;1;25mm
1139;Herald Of Slaanesh On Steed Of Slaanesh;"14""";4;7+;5;4;7+;2;60 x 35mm
1141;Tormentbringer On Exalted Seeker Chariot;"14""";6;5+;4;12;7+;3;120 x 92mm
1142;Daemonettes;"9""";3;7+;5;1;7+;2;25mm
1143;Fiends;"12""";5;7+;5;4;7+;2;75 x 42mm
1144;Hellflayer;"14""";6;5+;4;7;7+;3;120 x 92mm
1145;Seekers;"14""";4;7+;5;2;7+;1;60 x 35mm
1146;Seeker Chariot;"14""";6;5+;4;7;7+;3;120 x 92mm
1147;Exalted Seeker Chariot;"14""";6;5+;4;12;7+;5;120 x 92mm
1148;Be’lakor;"12""";10;4+;4;18;6+;5;100mm
1149;Daemon Prince Of Chaos;"8""";10;2+;4;10;6+;3;60mm
1150;Furies;"12""";3;7+;5;1;8+;1;25mm
1151;Soul Grinder;"8""";11;3+;4;14;7+;5;160mm
1153;Cerberus;"10""";12;2+;-;18;6+;6;Use model
1154;Vanguard Veteran Squad;"6""";4;3+;-;2;6+;1;32mm
1156;Invictor Tactical Warsuit;"8""";8;3+;-;12;6+;4;90mm
1157;Intercessor Squad;"6""";4;3+;-;2;6+;2;32mm
1158;Invader Atv;"12""";5;3+;-;8;6+;2;Use model
1159;Incursor Squad;"6""";4;3+;-;2;6+;1;32mm
1160;Scout Squad;"6""";4;4+;-;2;6+;1;28mm
1161;Sicaran Arcus;"10""";11;2+;-;14;6+;4;Use model
1162;Sergeant Telion;"6""";4;4+;-;3;6+;1;25mm
1163;Sicaran Omega;"10""";11;2+;-;14;6+;4;Use model
1164;Thunderfire Cannon;"3""";6;2+;-;6;6+;2;Use model
1165;Bladeguard Ancient;"6""";4;3+;4;4;6+;1;40mm
1166;Company Veterans On Bikes;"12""";5;3+;-;2;6+;2;75 x 25mm
1167;Company Champion On Bike;"12""";5;3+;4;5;6+;2;75 x 25mm
1168;Land Speeder Tempest;"14""";8;3+;-;7;6+;2;60mm flying base
1169;Land Speeder Tornado;"14""";7;3+;-;6;6+;2;60mm flying base
1172;Captain In Gravis Armour;"5""";6;3+;4;6;6+;1;40mm
1174;Chaplain;"6""";4;3+;4;4;5+;1;40mm
1175;Kratos;"10""";12;2+;-;18;6+;6;Use model
1177;Heavy Intercessor Squad;"5""";6;3+;-;3;6+;2;40mm
1178;Vindicator Laser Destroyer;"9""";11;2+;-;11;6+;3;Use model
1179;Sokar-pattern Stormbird;"20+""";13;2+;4;40;6+;-;Use model
1182;Ancient On Bike;"12""";5;3+;-;5;6+;2;75 x 25mm
1183;Terminator Squad;"5""";5;2+;4;3;6+;1;40mm
1184;Terminus Ultra;"10""";12;2+;-;16;6+;5;Use model
1185;Sicaran Battle Tank;"10""";11;2+;-;14;6+;4;Use model
1188;Vindicator;"9""";11;2+;-;11;6+;3;Use model
1189;Mastodon;"9""";14;2+;-;30;6+;12;Use model
1190;Stormtalon Gunship;"20+""";8;3+;-;10;6+;-;120 x 92mm flying base
1191;Stormraven Gunship;"20+""";10;3+;-;14;6+;-;120 x 92mm flying base
1192;Chaplain Venerable Dreadnought;"6""";9;2+;5;8;6+;3;60mm
1193;Centurion Devastator Squad;"4""";7;2+;-;4;6+;2;50mm
1196;Land Raider Banisher;"10""";12;2+;-;16;6+;5;Use model
1197;Grey Knights Thunderhawk Gunship;"20+""";12;2+;-;30;6+;-;Use model
1199;Repressor;"12""";10;3+;6;12;7+;2;Use model
1237;Valkyrie Sky Talon;"20+""";10;2+;-;14;7+;-;120 x 92mm flying base
1293;Blood Slaughterer;"12""";9;3+;5;10;6+;3;Use model
1294;Greater Blight Drone;"10""";9;3+;5;10;6+;3;60mm
1295;Decimator;"10""";10;3+;5;12;6+;4;60mm
1297;Kytan Ravager;"10""";12;3+;5;24;6+;10;170 x 109mm
1298;Greater Brass Scorpion;"12""";12;3+;5;26;6+;10;Use model
1302;Chaos Deimos Predator;"10""";10;3+;-;11;6+;3;Use model
1310;Dreadclaw Drop Pod;"12""";7;3+;-;9;6+;2;Use model
1311;Kharybdis Assault Claw;"12""";11;3+;-;20;6+;4;Use model
1317;Hell Blade;"20+""";8;3+;5;10;6+;-;120 x 92mm flying base
1318;Hell Talon;"20+""";9;3+;5;14;6+;-;120 x 92mm flying base
1321;Chaos Thunderhawk;"20+""";12;2+;-;30;6+;-;120 x 92mm flying base
1329;An'ggrath The Unbound;"12""";11;4+;4;24;6+;6;130mm
1332;Zarakynel;"14""";10;5+;4;20;6+;5;105 x 70mm
1333;Aetaos'rau'keres;"12""";10;6+;4;24;6+;6;130mm
1336;Plague Toads;"7""";8;6+;5;4;7+;2;60mm
1337;Pox Riders;"7""";8;6+;5;5;7+;2;60mm
1338;Spined Chaos Beast;"10""";10;4+;5;12;7+;4;No official base size
1339;Giant Chaos Spawn;"10""";8;4+;5;10;7+;3;100mm
1340;Scabeiathrax The Bloated;"7""";12;5+;4;22;6+;5;Use model
1344;Librarian With Jump Pack;"12""";4;3+;-;4;6+;1;25mm
1345;Lieutenant In Reiver Armour;"6""";4;3+;-;4;6+;1;40mm
1346;Lieutenant;"6""";4;3+;-;4;6+;1;40mm
1347;Land Raider Prometheus;"10""";12;2+;-;16;6+;5;Use model
1348;Librarian On Bike;"12""";5;3+;-;5;6+;2;75 x 25mm
1354;Lucius The Eternal;"6""";4;3+;4;5;6+;1;25mm
1355;Exalted Champion;"6""";4;3+;-;4;6+;1;40mm
1360;Grand Master In Nemesis Dreadknight;"8""";8;2+;4;13;6+;4;120 x 92mm
1361;Brotherhood Librarian;"5""";5;2+;4;5;6+;1;40mm
1362;Brotherhood Chaplain;"5""";5;2+;4;5;5+;1;40mm
1363;Grey Knights Stormhawk Interceptor;"20+""";9;3+;-;10;6+;-;120 x 92mm flying base
1364;Grey Knights Stormtalon Gunship;"20+""";8;3+;-;10;6+;-;120 x 92mm flying base
1367;Foul Blightspawn;"5""";5;3+;-;4;6+;1;40mm
1368;Biologus Putrifier;"5""";5;3+;-;4;6+;1;40mm
1369;Plague Surgeon;"5""";5;3+;-;4;6+;1;40mm
1370;Tallyman;"5""";5;3+;-;4;6+;1;40mm
1371;Deathshroud Terminators;"4""";6;2+;4;3;6+;1;40mm
